State / County / Place,Total Population,"White alone, Not Hispanic",White Alone Percent of Total,"Black or African American alone, Not Hispanic",Black Alone Percent of Total,"American Indian and Alaska Native alone, Not Hispanic",AIAN Percent of Total,"Asian alone, Not Hispanic",Asian Percent of Total,"Native Hawaiian and Other Pacific Islander alone, Not Hispanic",NHOPI Percent of Total,"Some other race alone, Not Hispanic",Other Percent of Total,"Two or more races, Not Hispanic",Two Plus Percent of Total,Hispanic/ Latino (2),Hispanic Percent of Total,Summary level,State,County,Census Tract,,,,
Census Tract 1121,"4,611","2,613",56.7%,63,1.4%,20,0.4%,203,4.4%,7,0.2%,48,1.0%,190,4.1%,"1,467",31.8%,140,06,041,112100,,,,
Census Tract 1122.02,"4,445",814,18.3%,77,1.7%,20,0.4%,470,10.6%,2,0.0%,14,0.3%,86,1.9%,"2,962",66.6%,140,06,041,112202,,,,
Census Tract 1122.03,"2,981",60,2.0%,27,0.9%,26,0.9%,41,1.4%,2,0.1%,12,0.4%,20,0.7%,"2,793",93.7%,140,06,041,112203,,,,
Census Tract 1122.04,"5,043",307,6.1%,37,0.7%,15,0.3%,65,1.3%,2,0.0%,14,0.3%,25,0.5%,"4,578",90.8%,140,06,041,112204,,,,
Census Tract 1130,"3,910","3,157",80.7%,32,0.8%,16,0.4%,72,1.8%,5,0.1%,34,0.9%,270,6.9%,324,8.3%,140,06,041,113000,,,,
Census Tract 1141,"5,245","4,111",78.4%,65,1.2%,12,0.2%,129,2.5%,6,0.1%,41,0.8%,349,6.7%,532,10.1%,140,06,041,114100,,,,
Census Tract 1142,"3,164","2,325",73.5%,33,1.0%,4,0.1%,138,4.4%,12,0.4%,25,0.8%,192,6.1%,435,13.7%,140,06,041,114200,,,,
Census Tract 1150,"7,489","6,104",81.5%,34,0.5%,10,0.1%,215,2.9%,7,0.1%,45,0.6%,462,6.2%,612,8.2%,140,06,041,115000,,,,
Census Tract 1160,"3,150","2,528",80.3%,18,0.6%,6,0.2%,73,2.3%,4,0.1%,16,0.5%,230,7.3%,275,8.7%,140,06,041,116000,,,,
Census Tract 1170,"4,713","3,590",76.2%,53,1.1%,4,0.1%,242,5.1%,2,0.0%,55,1.2%,309,6.6%,458,9.7%,140,06,041,117000,,,,
Census Tract 1181,"2,338","2,052",87.8%,1,0.0%,0,0.0%,40,1.7%,0,0.0%,19,0.8%,96,4.1%,130,5.6%,140,06,041,118100,,,,
Census Tract 1191,"4,796","3,956",82.5%,25,0.5%,2,0.0%,189,3.9%,5,0.1%,27,0.6%,275,5.7%,317,6.6%,140,06,041,119100,,,,
Census Tract 1192.01,"3,644","2,317",63.6%,107,2.9%,3,0.1%,248,6.8%,2,0.1%,65,1.8%,213,5.8%,689,18.9%,140,06,041,119201,,,,
Census Tract 1192.02,"3,567","2,803",78.6%,11,0.3%,0,0.0%,245,6.9%,5,0.1%,34,1.0%,257,7.2%,212,5.9%,140,06,041,119202,,,,
Census Tract 1200.01,"1,374","1,015",73.9%,7,0.5%,0,0.0%,92,6.7%,0,0.0%,33,2.4%,101,7.4%,126,9.2%,140,06,041,120001,,,,
Census Tract 1200.02,"5,177","4,203",81.2%,34,0.7%,9,0.2%,244,4.7%,7,0.1%,27,0.5%,333,6.4%,320,6.2%,140,06,041,120002,,,,
Census Tract 1211,"5,799","4,252",73.3%,37,0.6%,6,0.1%,358,6.2%,6,0.1%,68,1.2%,413,7.1%,659,11.4%,140,06,041,121100,,,,
Census Tract 1212,"6,478","4,339",67.0%,268,4.1%,17,0.3%,578,8.9%,11,0.2%,53,0.8%,391,6.0%,821,12.7%,140,06,041,121200,,,,
Census Tract 1220,"3,669","1,058",28.8%,"1,528",41.6%,79,2.2%,77,2.1%,21,0.6%,16,0.4%,90,2.5%,800,21.8%,140,06,041,122000,,,,
Census Tract 1230,"2,131","1,843",86.5%,17,0.8%,5,0.2%,71,3.3%,0,0.0%,10,0.5%,75,3.5%,110,5.2%,140,06,041,123000,,,,
Census Tract 1241,"5,590","4,274",76.5%,44,0.8%,3,0.1%,434,7.8%,3,0.1%,41,0.7%,400,7.2%,391,7.0%,140,06,041,124100,,,,
Census Tract 1242,"5,873","4,636",78.9%,70,1.2%,6,0.1%,431,7.3%,11,0.2%,53,0.9%,320,5.4%,346,5.9%,140,06,041,124200,,,,
Census Tract 1250,"4,211","2,842",67.5%,48,1.1%,8,0.2%,661,15.7%,9,0.2%,24,0.6%,227,5.4%,392,9.3%,140,06,041,125000,,,,
Census Tract 1261,"5,955","5,005",84.0%,26,0.4%,6,0.1%,217,3.6%,4,0.1%,27,0.5%,352,5.9%,318,5.3%,140,06,041,126100,,,,
Census Tract 1262,"4,495","3,230",71.9%,72,1.6%,8,0.2%,480,10.7%,6,0.1%,56,1.2%,280,6.2%,363,8.1%,140,06,041,126200,,,,
Census Tract 1270,"4,560","3,795",83.2%,26,0.6%,4,0.1%,183,4.0%,1,0.0%,27,0.6%,271,5.9%,253,5.5%,140,06,041,127000,,,,
Census Tract 1281,"6,970","5,425",77.8%,60,0.9%,8,0.1%,414,5.9%,6,0.1%,55,0.8%,446,6.4%,556,8.0%,140,06,041,128100,,,,
Census Tract 1282,"4,876","3,938",80.8%,26,0.5%,6,0.1%,220,4.5%,3,0.1%,17,0.3%,350,7.2%,316,6.5%,140,06,041,128200,,,,
Census Tract 1290,"2,641",767,29.0%,787,29.8%,1,0.0%,368,13.9%,13,0.5%,26,1.0%,194,7.3%,485,18.4%,140,06,041,129000,,,,
Census Tract 1302.01,"3,444","2,856",82.9%,18,0.5%,8,0.2%,181,5.3%,5,0.1%,12,0.3%,149,4.3%,215,6.2%,140,06,041,130201,,,,
Census Tract 1302.03,"1,687","1,305",77.4%,13,0.8%,0,0.0%,134,7.9%,2,0.1%,8,0.5%,91,5.4%,134,7.9%,140,06,041,130203,,,,
Census Tract 1302.04,"2,813","2,370",84.3%,26,0.9%,3,0.1%,115,4.1%,1,0.0%,20,0.7%,116,4.1%,162,5.8%,140,06,041,130204,,,,
Census Tract 1311,"1,065",837,78.6%,22,2.1%,13,1.2%,33,3.1%,0,0.0%,11,1.0%,56,5.3%,93,8.7%,140,06,041,131100,,,,
Census Tract 1321,"2,111","1,713",81.1%,15,0.7%,9,0.4%,39,1.8%,6,0.3%,18,0.9%,120,5.7%,191,9.0%,140,06,041,132100,,,,
Census Tract 1322,"1,824","1,412",77.4%,5,0.3%,0,0.0%,29,1.6%,10,0.5%,18,1.0%,91,5.0%,259,14.2%,140,06,041,132200,,,,
Census Tract 1330,"3,215","2,357",73.3%,13,0.4%,14,0.4%,45,1.4%,4,0.1%,19,0.6%,105,3.3%,658,20.5%,140,06,041,133000,,,,
Census Tract 9901,0,0,,0,,0,,0,,0,,0,,0,,0,,140,06,041,990100,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa County,"17,131","12,838",74.9%,105,0.6%,410,2.4%,287,1.7%,15,0.1%,114,0.7%,"1,222",7.1%,"2,140",12.5%,050,06,043,,,,,
Census Tract 1.01,"3,729","2,717",72.9%,43,1.2%,127,3.4%,70,1.9%,1,0.0%,34,0.9%,241,6.5%,496,13.3%,140,06,043,000101,,,,
Census Tract 1.02,"2,619","1,996",76.2%,20,0.8%,47,1.8%,27,1.0%,0,0.0%,17,0.6%,157,6.0%,355,13.6%,140,06,043,000102,,,,
Census Tract 2,"3,206","2,328",72.6%,10,0.3%,33,1.0%,45,1.4%,4,0.1%,14,0.4%,295,9.2%,477,14.9%,140,06,043,000200,,,,
Census Tract 3.01,"3,819","2,919",76.4%,15,0.4%,123,3.2%,81,2.1%,0,0.0%,27,0.7%,261,6.8%,393,10.3%,140,06,043,000301,,,,
Census Tract 3.02,"2,814","2,153",76.5%,6,0.2%,70,2.5%,39,1.4%,8,0.3%,10,0.4%,204,7.2%,324,11.5%,140,06,043,000302,,,,
Census Tract 4,944,725,76.8%,11,1.2%,10,1.1%,25,2.6%,2,0.2%,12,1.3%,64,6.8%,95,10.1%,140,06,043,000400,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino County,"91,601","56,205",61.4%,607,0.7%,"3,528",3.9%,"1,730",1.9%,110,0.1%,592,0.6%,"4,896",5.3%,"23,933",26.1%,050,06,045,,,,,
Census Tract 101,"3,100","1,165",37.6%,8,0.3%,968,31.2%,18,0.6%,1,0.0%,11,0.4%,192,6.2%,737,23.8%,140,06,045,010100,,,,
Census Tract 102,"4,267","3,182",74.6%,17,0.4%,222,5.2%,64,1.5%,1,0.0%,30,0.7%,259,6.1%,492,11.5%,140,06,045,010200,,,,
Census Tract 103,"4,233","3,159",74.6%,67,1.6%,35,0.8%,65,1.5%,6,0.1%,35,0.8%,245,5.8%,621,14.7%,140,06,045,010300,,,,
Census Tract 104,"3,356","2,115",63.0%,18,0.5%,43,1.3%,47,1.4%,0,0.0%,12,0.4%,246,7.3%,875,26.1%,140,06,045,010400,,,,
Census Tract 105,"4,333","2,480",57.2%,28,0.6%,38,0.9%,72,1.7%,8,0.2%,33,0.8%,195,4.5%,"1,479",34.1%,140,06,045,010500,,,,
Census Tract 106.01,"3,059","2,196",71.8%,14,0.5%,112,3.7%,14,0.5%,1,0.0%,17,0.6%,149,4.9%,556,18.2%,140,06,045,010601,,,,
Census Tract 106.02,"4,528","3,387",74.8%,37,0.8%,112,2.5%,39,0.9%,5,0.1%,42,0.9%,262,5.8%,644,14.2%,140,06,045,010602,,,,
Census Tract 107,"6,386","3,976",62.3%,53,0.8%,291,4.6%,96,1.5%,8,0.1%,35,0.5%,413,6.5%,"1,514",23.7%,140,06,045,010700,,,,
Census Tract 108.01,"6,018","3,758",62.4%,18,0.3%,290,4.8%,58,1.0%,6,0.1%,57,0.9%,339,5.6%,"1,492",24.8%,140,06,045,010801,,,,
Census Tract 108.02,"1,849","1,364",73.8%,2,0.1%,14,0.8%,3,0.2%,0,0.0%,14,0.8%,106,5.7%,346,18.7%,140,06,045,010802,,,,
Census Tract 109,"4,983","2,535",50.9%,18,0.4%,99,2.0%,113,2.3%,6,0.1%,23,0.5%,185,3.7%,"2,004",40.2%,140,06,045,010900,,,,
Census Tract 110.01,"2,027","1,714",84.6%,20,1.0%,6,0.3%,26,1.3%,5,0.2%,10,0.5%,120,5.9%,126,6.2%,140,06,045,011001,,,,
Census Tract 110.03,"2,984","2,321",77.8%,18,0.6%,23,0.8%,29,1.0%,2,0.1%,25,0.8%,210,7.0%,356,11.9%,140,06,045,011003,,,,
Census Tract 110.04,"2,443","2,082",85.2%,15,0.6%,6,0.2%,26,1.1%,4,0.2%,21,0.9%,125,5.1%,164,6.7%,140,06,045,011004,,,,
Census Tract 111.02,"4,436","3,105",70.0%,20,0.5%,151,3.4%,40,0.9%,5,0.1%,41,0.9%,207,4.7%,867,19.5%,140,06,045,011102,,,,
Census Tract 112,"3,582","1,963",54.8%,15,0.4%,23,0.6%,17,0.5%,2,0.1%,11,0.3%,157,4.4%,"1,394",38.9%,140,06,045,011200,,,,
Census Tract 113,"6,010","2,984",49.7%,43,0.7%,240,4.0%,99,1.6%,8,0.1%,49,0.8%,275,4.6%,"2,312",38.5%,140,06,045,011300,,,,
Census Tract 114,"4,434","3,116",70.3%,40,0.9%,93,2.1%,104,2.3%,11,0.2%,21,0.5%,295,6.7%,754,17.0%,140,06,045,011400,,,,
Census Tract 115.01,"3,390","1,779",52.5%,8,0.2%,79,2.3%,104,3.1%,4,0.1%,21,0.6%,219,6.5%,"1,176",34.7%,140,06,045,011501,,,,
Census Tract 115.02,"3,596","1,620",45.1%,22,0.6%,142,3.9%,102,2.8%,8,0.2%,26,0.7%,138,3.8%,"1,538",42.8%,140,06,045,011502,,,,
Census Tract 116,"6,298","2,648",42.0%,109,1.7%,195,3.1%,206,3.3%,5,0.1%,26,0.4%,290,4.6%,"2,819",44.8%,140,06,045,011600,,,,
Census Tract 117,"4,236","2,373",56.0%,16,0.4%,153,3.6%,364,8.6%,13,0.3%,30,0.7%,176,4.2%,"1,111",26.2%,140,06,045,011700,,,,
Census Tract 118,"2,053","1,183",57.6%,1,0.0%,193,9.4%,24,1.2%,1,0.0%,2,0.1%,93,4.5%,556,27.1%,140,06,045,011800,,,,
Census Tract 9901,0,0,,0,,0,,0,,0,,0,,0,,0,,140,06,045,990100,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Merced County,"281,202","68,729",24.4%,"8,191",2.9%,"1,164",0.4%,"19,824",7.0%,617,0.2%,"1,242",0.4%,"7,578",2.7%,"173,857",61.8%,050,06,047,,,,,
Census Tract 2.01,"3,325","1,020",30.7%,5,0.2%,30,0.9%,79,2.4%,0,0.0%,7,0.2%,89,2.7%,"2,095",63.0%,140,06,047,000201,,,,
Census Tract 2.02,"1,807",482,26.7%,2,0.1%,12,0.7%,38,2.1%,0,0.0%,0,0.0%,36,2.0%,"1,237",68.5%,140,06,047,000202,,,,
Census Tract 2.04,"4,927",677,13.7%,14,0.3%,9,0.2%,281,5.7%,11,0.2%,10,0.2%,104,2.1%,"3,821",77.6%,140,06,047,000204,,,,
Census Tract 2.05,"4,318",529,12.3%,15,0.3%,2,0.0%,88,2.0%,8,0.2%,16,0.4%,62,1.4%,"3,598",83.3%,140,06,047,000205,,,,
Census Tract 3.01,"5,003",405,8.1%,33,0.7%,5,0.1%,909,18.2%,3,0.1%,17,0.3%,67,1.3%,"3,564",71.2%,140,06,047,000301,,,,
Census Tract 3.03,"1,996",813,40.7%,0,0.0%,12,0.6%,59,3.0%,5,0.3%,14,0.7%,42,2.1%,"1,051",52.7%,140,06,047,000303,,,,
Census Tract 3.05,"6,279",562,9.0%,28,0.4%,19,0.3%,"1,816",28.9%,12,0.2%,9,0.1%,45,0.7%,"3,788",60.3%,140,06,047,000305,,,,
Census Tract 3.06,"3,856",170,4.4%,37,1.0%,28,0.7%,344,8.9%,8,0.2%,15,0.4%,39,1.0%,"3,215",83.4%,140,06,047,000306,,,,
Census Tract 4.01,"1,681",724,43.1%,7,0.4%,5,0.3%,1,0.1%,1,0.1%,12,0.7%,30,1.8%,901,53.6%,140,06,047,000401,,,,
Census Tract 4.03,"3,617","2,403",66.4%,5,0.1%,20,0.6%,58,1.6%,1,0.0%,13,0.4%,137,3.8%,980,27.1%,140,06,047,000403,,,,
Census Tract 4.04,"4,239","3,001",70.8%,5,0.1%,15,0.4%,27,0.6%,1,0.0%,12,0.3%,164,3.9%,"1,014",23.9%,140,06,047,000404,,,,
Census Tract 5.03,"2,903",963,33.2%,433,14.9%,66,2.3%,87,3.0%,0,0.0%,6,0.2%,35,1.2%,"1,313",45.2%,140,06,047,000503,,,,
Census Tract 5.04,"6,475",822,12.7%,116,1.8%,22,0.3%,249,3.8%,1,0.0%,9,0.1%,95,1.5%,"5,161",79.7%,140,06,047,000504,,,,
Census Tract 5.05,"6,974","1,444",20.7%,48,0.7%,26,0.4%,335,4.8%,10,0.1%,24,0.3%,139,2.0%,"4,948",70.9%,140,06,047,000505,,,,
Census Tract 6.01,"5,608","1,568",28.0%,135,2.4%,40,0.7%,146,2.6%,7,0.1%,25,0.4%,207,3.7%,"3,480",62.1%,140,06,047,000601,,,,
Census Tract 6.02,"3,806","1,109",29.1%,91,2.4%,19,0.5%,140,3.7%,10,0.3%,8,0.2%,163,4.3%,"2,266",59.5%,140,06,047,000602,,,,
Census Tract 6.03,"6,502","1,782",27.4%,197,3.0%,15,0.2%,203,3.1%,14,0.2%,34,0.5%,165,2.5%,"4,092",62.9%,140,06,047,000603,,,,
Census Tract 7.01,"3,484",664,19.1%,108,3.1%,15,0.4%,68,2.0%,3,0.1%,10,0.3%,77,2.2%,"2,539",72.9%,140,06,047,000701,,,,
Census Tract 7.02,"5,125","2,665",52.0%,72,1.4%,24,0.5%,350,6.8%,3,0.1%,24,0.5%,235,4.6%,"1,752",34.2%,140,06,047,000702,,,,
Census Tract 8.01,"6,216","1,793",28.8%,269,4.3%,18,0.3%,390,6.3%,17,0.3%,45,0.7%,218,3.5%,"3,466",55.8%,140,06,047,000801,,,,
Census Tract 8.02,"4,709","1,563",33.2%,144,3.1%,28,0.6%,290,6.2%,11,0.2%,16,0.3%,205,4.4%,"2,452",52.1%,140,06,047,000802,,,,
Census Tract 9.01,"3,512","1,104",31.4%,98,2.8%,18,0.5%,126,3.6%,3,0.1%,3,0.1%,62,1.8%,"2,098",59.7%,140,06,047,000901,,,,
Census Tract 9.03,"4,640",936,20.2%,119,2.6%,20,0.4%,607,13.1%,9,0.2%,18,0.4%,144,3.1%,"2,787",60.1%,140,06,047,000903,,,,
Census Tract 9.04,"4,945","1,142",23.1%,107,2.2%,8,0.2%,981,19.8%,0,0.0%,12,0.2%,182,3.7%,"2,513",50.8%,140,06,047,000904,,,,
Census Tract 10.03,"4,190",707,16.9%,346,8.3%,18,0.4%,474,11.3%,5,0.1%,24,0.6%,203,4.8%,"2,413",57.6%,140,06,047,001003,,,,
Census Tract 10.04,"3,969","1,271",32.0%,281,7.1%,33,0.8%,382,9.6%,4,0.1%,25,0.6%,172,4.3%,"1,801",45.4%,140,06,047,001004,,,,
Census Tract 10.05,"2,285",491,21.5%,161,7.0%,21,0.9%,148,6.5%,9,0.4%,14,0.6%,117,5.1%,"1,324",57.9%,140,06,047,001005,,,,
Census Tract 10.06,"5,496","2,008",36.5%,231,4.2%,20,0.4%,598,10.9%,12,0.2%,30,0.5%,210,3.8%,"2,387",43.4%,140,06,047,001006,,,,
Census Tract 10.07,"4,202","1,084",25.8%,228,5.4%,14,0.3%,968,23.0%,10,0.2%,22,0.5%,180,4.3%,"1,696",40.4%,140,06,047,001007,,,,
Census Tract 10.08,"7,278","1,636",22.5%,384,5.3%,14,0.2%,"1,647",22.6%,11,0.2%,43,0.6%,313,4.3%,"3,230",44.4%,140,06,047,001008,,,,
Census Tract 11.01,"6,089","2,498",41.0%,245,4.0%,37,0.6%,485,8.0%,15,0.2%,40,0.7%,249,4.1%,"2,520",41.4%,140,06,047,001101,,,,
Census Tract 12,"5,365","2,306",43.0%,150,2.8%,22,0.4%,337,6.3%,11,0.2%,40,0.7%,198,3.7%,"2,301",42.9%,140,06,047,001200,,,,
Census Tract 13.01,"3,413",949,27.8%,162,4.7%,32,0.9%,113,3.3%,0,0.0%,26,0.8%,138,4.0%,"1,993",58.4%,140,06,047,001301,,,,
Census Tract 13.02,"3,016",886,29.4%,243,8.1%,16,0.5%,121,4.0%,1,0.0%,15,0.5%,111,3.7%,"1,623",53.8%,140,06,047,001302,,,,
Census Tract 14.01,"4,150","1,115",26.9%,166,4.0%,17,0.4%,171,4.1%,3,0.1%,18,0.4%,145,3.5%,"2,515",60.6%,140,06,047,001401,,,,
Census Tract 14.02,"4,813","1,662",34.5%,193,4.0%,24,0.5%,269,5.6%,7,0.1%,35,0.7%,175,3.6%,"2,448",50.9%,140,06,047,001402,,,,
Census Tract 15.01,"2,689",405,15.1%,81,3.0%,17,0.6%,413,15.4%,9,0.3%,12,0.4%,46,1.7%,"1,706",63.4%,140,06,047,001501,,,,
Census Tract 15.02,"2,768",128,4.6%,77,2.8%,9,0.3%,55,2.0%,4,0.1%,0,0.0%,28,1.0%,"2,467",89.1%,140,06,047,001502,,,,
Census Tract 15.03,"4,844",301,6.2%,274,5.7%,29,0.6%,298,6.2%,6,0.1%,10,0.2%,80,1.7%,"3,846",79.4%,140,06,047,001503,,,,
Census Tract 16.01,"4,166",292,7.0%,236,5.7%,6,0.1%,120,2.9%,4,0.1%,14,0.3%,66,1.6%,"3,428",82.3%,140,06,047,001601,,,,
Census Tract 16.03,"3,847",173,4.5%,118,3.1%,5,0.1%,649,16.9%,6,0.2%,7,0.2%,48,1.2%,"2,841",73.8%,140,06,047,001603,,,,
Census Tract 16.04,"4,436",371,8.4%,164,3.7%,13,0.3%,786,17.7%,15,0.3%,25,0.6%,77,1.7%,"2,985",67.3%,140,06,047,001604,,,,
Census Tract 17,"7,032","1,435",20.4%,341,4.8%,35,0.5%,591,8.4%,7,0.1%,24,0.3%,196,2.8%,"4,403",62.6%,140,06,047,001700,,,,
Census Tract 18.01,"5,397","2,010",37.2%,385,7.1%,46,0.9%,724,13.4%,4,0.1%,27,0.5%,145,2.7%,"2,056",38.1%,140,06,047,001801,,,,
Census Tract 19.01,"5,279",471,8.9%,57,1.1%,7,0.1%,57,1.1%,11,0.2%,20,0.4%,58,1.1%,"4,598",87.1%,140,06,047,001901,,,,
Census Tract 19.02,"2,376",600,25.3%,14,0.6%,11,0.5%,24,1.0%,2,0.1%,8,0.3%,49,2.1%,"1,668",70.2%,140,06,047,001902,,,,
Census Tract 20.01,"1,431",442,30.9%,0,0.0%,0,0.0%,15,1.0%,1,0.1%,0,0.0%,27,1.9%,946,66.1%,140,06,047,002001,,,,
Census Tract 20.02,"7,099","2,433",34.3%,27,0.4%,7,0.1%,91,1.3%,2,0.0%,40,0.6%,166,2.3%,"4,333",61.0%,140,06,047,002002,,,,
Census Tract 21,"4,732","1,086",23.0%,47,1.0%,19,0.4%,128,2.7%,7,0.1%,31,0.7%,116,2.5%,"3,298",69.7%,140,06,047,002100,,,,
Census Tract 22.01,"6,720","1,092",16.3%,100,1.5%,31,0.5%,109,1.6%,24,0.4%,28,0.4%,134,2.0%,"5,202",77.4%,140,06,047,002201,,,,
Census Tract 22.03,"6,155",807,13.1%,133,2.2%,26,0.4%,145,2.4%,54,0.9%,23,0.4%,129,2.1%,"4,838",78.6%,140,06,047,002203,,,,
Census Tract 22.04,"5,895",841,14.3%,123,2.1%,28,0.5%,82,1.4%,17,0.3%,36,0.6%,85,1.4%,"4,683",79.4%,140,06,047,002204,,,,
Census Tract 23.01,"8,401","2,705",32.2%,189,2.2%,28,0.3%,404,4.8%,40,0.5%,46,0.5%,219,2.6%,"4,770",56.8%,140,06,047,002301,,,,
Census Tract 23.03,"6,511","1,137",17.5%,195,3.0%,16,0.2%,168,2.6%,43,0.7%,33,0.5%,133,2.0%,"4,786",73.5%,140,06,047,002303,,,,
Census Tract 23.04,"2,827",384,13.6%,46,1.6%,1,0.0%,135,4.8%,29,1.0%,34,1.2%,75,2.7%,"2,123",75.1%,140,06,047,002304,,,,
Census Tract 23.05,"6,012",804,13.4%,88,1.5%,17,0.3%,206,3.4%,45,0.7%,12,0.2%,119,2.0%,"4,721",78.5%,140,06,047,002305,,,,
Census Tract 23.06,"3,537",393,11.1%,83,2.3%,8,0.2%,130,3.7%,27,0.8%,21,0.6%,73,2.1%,"2,802",79.2%,140,06,047,002306,,,,
Census Tract 24.01,"1,623",602,37.1%,12,0.7%,0,0.0%,17,1.0%,2,0.1%,9,0.6%,56,3.5%,925,57.0%,140,06,047,002401,,,,
Census Tract 24.03,"3,416",646,18.9%,156,4.6%,9,0.3%,6,0.2%,8,0.2%,4,0.1%,68,2.0%,"2,519",73.7%,140,06,047,002403,,,,
Census Tract 24.04,"5,132","1,010",19.7%,126,2.5%,20,0.4%,42,0.8%,2,0.0%,24,0.5%,95,1.9%,"3,813",74.3%,140,06,047,002404,,,,
Census Tract 25,"2,197","1,137",51.8%,7,0.3%,16,0.7%,138,6.3%,0,0.0%,11,0.5%,87,4.0%,801,36.5%,140,06,047,002500,,,,
Census Tract 26.01,"2,489",474,19.0%,94,3.8%,7,0.3%,385,15.5%,7,0.3%,14,0.6%,72,2.9%,"1,436",57.7%,140,06,047,002601,,,,
Census Tract 26.02,"3,978","1,596",40.1%,140,3.5%,9,0.2%,521,13.1%,15,0.4%,38,1.0%,178,4.5%,"1,481",37.2%,140,06,047,002602,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc County,"8,700","6,446",74.1%,66,0.8%,387,4.4%,61,0.7%,13,0.1%,56,0.6%,412,4.7%,"1,259",14.5%,050,06,049,,,,,
Census Tract 1,"3,342","2,494",74.6%,39,1.2%,98,2.9%,38,1.1%,7,0.2%,20,0.6%,178,5.3%,468,14.0%,140,06,049,000100,,,,
Census Tract 2,"1,511","1,056",69.9%,2,0.1%,36,2.4%,1,0.1%,0,0.0%,12,0.8%,67,4.4%,337,22.3%,140,06,049,000200,,,,
Census Tract 3,"2,741","2,059",75.1%,25,0.9%,164,6.0%,22,0.8%,2,0.1%,13,0.5%,132,4.8%,324,11.8%,140,06,049,000300,,,,
Census Tract 4,"1,106",837,75.7%,0,0.0%,89,8.0%,0,0.0%,4,0.4%,11,1.0%,35,3.2%,130,11.8%,140,06,049,000400,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Mono County,"13,195","8,679",65.8%,68,0.5%,177,1.3%,159,1.2%,26,0.2%,78,0.6%,501,3.8%,"3,507",26.6%,050,06,051,,,,,
Census Tract 1.01,"3,454","2,655",76.9%,8,0.2%,72,2.1%,39,1.1%,15,0.4%,27,0.8%,162,4.7%,476,13.8%,140,06,051,000101,,,,
Census Tract 1.02,"2,542","1,674",65.9%,30,1.2%,99,3.9%,18,0.7%,1,0.0%,12,0.5%,77,3.0%,631,24.8%,140,06,051,000102,,,,
Census Tract 2.01,"2,993","1,877",62.7%,15,0.5%,2,0.1%,40,1.3%,4,0.1%,25,0.8%,102,3.4%,928,31.0%,140,06,051,000201,,,,
Census Tract 2.02,"4,206","2,473",58.8%,15,0.4%,4,0.1%,62,1.5%,6,0.1%,14,0.3%,160,3.8%,"1,472",35.0%,140,06,051,000202,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey County,"439,035","120,077",27.4%,"9,051",2.1%,"1,314",0.3%,"25,123",5.7%,"1,859",0.4%,"2,170",0.5%,"14,120",3.2%,"265,321",60.4%,050,06,053,,,,,
Census Tract 1.01,"2,328",411,17.7%,19,0.8%,19,0.8%,143,6.1%,6,0.3%,23,1.0%,48,2.1%,"1,659",71.3%,140,06,053,000101,,,,
Census Tract 1.03,"4,354",531,12.2%,63,1.4%,11,0.3%,497,11.4%,7,0.2%,13,0.3%,94,2.2%,"3,138",72.1%,140,06,053,000103,,,,
Census Tract 1.04,"3,779",589,15.6%,63,1.7%,9,0.2%,253,6.7%,12,0.3%,13,0.3%,91,2.4%,"2,749",72.7%,140,06,053,000104,,,,
Census Tract 1.05,"3,346",424,12.7%,60,1.8%,9,0.3%,632,18.9%,7,0.2%,21,0.6%,74,2.2%,"2,119",63.3%,140,06,053,000105,,,,
Census Tract 1.06,"6,451",407,6.3%,57,0.9%,4,0.1%,"1,020",15.8%,15,0.2%,27,0.4%,95,1.5%,"4,826",74.8%,140,06,053,000106,,,,
Census Tract 2,"7,396",676,9.1%,85,1.1%,20,0.3%,325,4.4%,21,0.3%,22,0.3%,123,1.7%,"6,124",82.8%,140,06,053,000200,,,,
Census Tract 3,"4,744",699,14.7%,43,0.9%,16,0.3%,291,6.1%,10,0.2%,22,0.5%,120,2.5%,"3,543",74.7%,140,06,053,000300,,,,
Census Tract 4,"8,175",980,12.0%,159,1.9%,23,0.3%,341,4.2%,26,0.3%,45,0.6%,150,1.8%,"6,451",78.9%,140,06,053,000400,,,,
Census Tract 5.01,"4,892",57,1.2%,12,0.2%,14,0.3%,22,0.4%,0,0.0%,10,0.2%,8,0.2%,"4,769",97.5%,140,06,053,000501,,,,
Census Tract 5.02,"4,281",330,7.7%,8,0.2%,2,0.0%,155,3.6%,2,0.0%,9,0.2%,44,1.0%,"3,731",87.2%,140,06,053,000502,,,,
Census Tract 6,"6,853",106,1.5%,9,0.1%,5,0.1%,37,0.5%,0,0.0%,12,0.2%,18,0.3%,"6,666",97.3%,140,06,053,000600,,,,
Census Tract 7.01,"6,427",84,1.3%,15,0.2%,6,0.1%,28,0.4%,4,0.1%,33,0.5%,31,0.5%,"6,226",96.9%,140,06,053,000701,,,,
Census Tract 7.02,"6,194",75,1.2%,1,0.0%,18,0.3%,14,0.2%,1,0.0%,48,0.8%,15,0.2%,"6,022",97.2%,140,06,053,000702,,,,
